name,total_score,duty,work_state,date,title,pros,cons,wish,like
웨딩북,width:100%;,IT/인터넷,현직원,2020. 10. 28,"
BEST
      ""스타트업에서 성숙한 회사로 나아가는 과도기, 그 과정에서 성장통을 겪고 있으나 잘 극복해나갈 것 같은 멤버들과 에너지.""
    ","
최근 코로나로 여타의 회사들과 마찬가지로 어려움을 겪었으나 빠른 속도로 다시 에너지를 내고 있다고 느껴집니다. 최근 있었던 조직개편과 인력감축 등으로 갑작스럽게 안좋은 리뷰들이 올라오고 있으나, 그러한 비판에 대해서 남아있는 모두가 반성하고 다시 한 번 추스리고 있는 것 같네요. 함께 일하다 떠나보낸 동료들에게는 남아있는 사람으로서 안타까운 마음도 크지만 어쩔 수 없는 성장통이라고 생각합니다.  이전까지의 웨딩북은 그저 스타트업으로 많은 투자금을 바탕으로 다양한 실험과 도전을 해왔다면, 지금부터의 웨딩북은 좀더 '회사'로서 롱런 할 수 있는 자생력을 갖추기 위해 성과를 내고 스스로 돈을 버는 구조로 변경을 도모하고 있다고 생각합니다.  이런 부분이 초기부터 있던 구성원들이나 스타트업에 대한 막연한 환상을 가진 동료들에게는 충분히 낯설 수 있지만 회사는 무엇보다 스스로 수익을 내지 못한다면 생존이 불가하고, 결국 모두에게 좋지 않은 결과를 준다고 저 혼자 곱씹어 공감을 해봅니다. 그래서 최근의 회사의 결정과 비전에 대해 이해합니다. 그런면에서 이 회사는 처음 약속한 것보다 조금은 느리고, 그것을 위해 실행하는 방법들이 종종 변하지만 이루고자 하는 목표가 명확하고 향해 가는 방향은 변화하지 않았습니다. 적어도 제가 보기에는. 또한 생존과 발전에 대한 고민이 깊습니다. 즉, 무엇이 궁극적으로 중요한지에 대해 경영진이 흔들림없이 추진합니다. 여타의 회사를 많이 봐왔지만 경영진이 구성원의 소리를 듣는 것은 중요하지만 모든 소리에 흔들리고 반응하면 오히려 산으로 가니깐요.  그래서 구성원으로서 나의 역할에만 집중하면 될 수 있는 환경입니다.  덧붙여 충분히 훌륭한 복지와 분위기, 근무지 환경을 가지고 있습니다!
","
성장을 위한 부스팅 중이다보니 일이 좀 많습니다. 대신 그 일을 잘 해낸다면 나 역시 성장할 수 있다 믿고 일을 하고 있습니다. 또한 웨딩이라는 산업이 보는 것과 달리 복잡합니다. 회사의 단점은 아니지만 산업에 대해 명확히 이해해야 일을 더 잘하고 성장할 수 있습니다.
","
전 구성원들에게 공유해준 회사의 가치와 비전에 대해서 끝까지 책임감을 가지고 버팀목이 되어주길 바랍니다. 남아있는 그리고 앞으로 들어올 동료들은 그 비전에 대한 믿음을 가지고 달리고 있습니다.
", 1 
웨딩북,width:20%;,IT/인터넷,전직원,2020. 10. 23,"
BEST
      ""시작은 좋았으나 점점 반대방향으로 가고 있는 회사""
    ","
점심제공, 회사 건물 좋음. 다른 곳에선 경험하기 힘든 '웨딩'이라는 산업에 대한 경험 쌓기 가능.
","
가장 큰 문제는 경영진들이 길을 잃었음. 겉으로는 기존 웨딩시장의 악습을 타파하고 고객 중심의 어쩌구저쩌구... 하면서 언론인터뷰도 하고 실제로 노력도 많이 했었는데. 막상 다가온 현실은 그렇게 해서는 돈벌기가 힘든걸 뒤늦게 깨달았음. 그래서 점점 그 '악습' 과 '타성' 에 젖은 회사들처럼 변해감. 직원으로서 진짜 힘들었던건 아예 한쪽으로 정확히 방향타 잡고 노저어 가도 모자랄 판에, 경영진이 방향을 못잡으니 이러니 저러니도 못함. 뭔가 새롭고 고객중심의 무언가를 제안하면 '그거 돈 안되지 않나?' 라고 면박주고 진짜 돈벌수 있는 무언가를 제안하면 '그건 다른회사나 그렇게 하는거지 우린 그렇게 안해' 라고 함.
","
한 방향 딱 잡고 우직하게 갑시다. 시장 혁신하겠다고 폼잡고 투자나 많이 받을건지, 아니면 폼은 안나도 그냥 돈이나 많이 벌건지.
", 5 
웨딩북,width:20%;,IT/인터넷,전직원,2020. 10. 19,"
BEST
      ""경영진과 그들의 지인들이 이끌고 변화시키는 회사입니다.""
    ","
직원의 생산성을 높이기 위해 점심 식사를 제공해준다. 회사가 지하철 역에서 가깝다.
","
대표 지인이 경영진, 주요 급들로 앉으면서 조직문화는 유명무실해졌다. 회사에는 경영진과 그들의 지인과 그들이 시키는대로 일 해야하는 직원 뿐이다. 동료는 없다. 이게 회산데 당연하지, 생각하실 수도 있지만 나는 하우투메리 홈페이지에 있던 헌법, 훌륭한 동료 원칙을 믿었던 사람이라 실망이 참 크다. 이 회사에서는 누구에게나 기회가 주어지지 않는다. 경영진 지인이거나 대표에게 큰 신뢰를 얻은 사람은 경력 없는 포지션의 헤드 자리를 주고 없던 포지션, 팀을 만들어서 앉혀준다. 전문가가 아닌 헤드들은 당연하게도 일을 망치고 대표는 말로 수습하고 직원들은 똥 치우다가 잘린다. 스타트업에서 보기드문 수직적인 회사이다. 대표의 의견에 반박하면 본인 말을 못 알아듣는 걸로 생각해서 의견에 수긍할 때까지 말 반복하고 결국 질려서 본인 의견대로 하게 만든다.
","
많은 동료들이 같은 말을 해도 당신들의 똑똑함에 가려져서 들리지 않나봅니다.
", 9 
웨딩북,width:20%;,IT/인터넷,전직원,2020. 10. 15,"
BEST
      ""처음과 너무 달라진 곳.. 처음에는 불합리한 시장을 바꿔보겠다는 의지가 있었는데 지금 그저 장사치로 변해버린..""
    ","
점심식사 제공, 장비제공, 겉보기에만 예쁜 애물단지 웨딩북청담 건물
","
1. 직원들 말 1도 안 듣는 대표님자기 의견이랑 다르면 듣는 척 ~하시면서 다 무시하심..그러시면서 Q&A나 구글폼으로 질문은 왜 받으시는지.. 혼자 다 하실거면 직원들 말 듣는 척은 하시지 마셨으면 ㅠㅠ 2. 경영진 눈에 이쁨받으면 개판으로 일해도 됨대표님의 지인들이 경영진으로 있는데, 그들과 술먹고 놀고 능력도 안 되면서 모든 일은 내가 다 하겠다는 식으로 말하고 다니면 이쁨받음. 실상은 개판으로 일해도 그 분들과 친하면 만사 오케이! 업무 중간에 술먹고 집가도 이해해준다! 3. 주먹구구식 일처리, 계속 바뀌는 방향성, 고객을 돈으로만 본지도 오래됨
","
없다.. 밑빠진 독에 투자금 붓기인 수준. 베트남 진출 잘 될 것 같죠? 글쎄요.. 서울도 이지경인데 베트남이라고 다를까요
", 12 
웨딩북,width:20%;,IT/인터넷,전직원,2020. 10. 12,"
BEST
      ""초심을 잃지 마시길.. 더는 할말이 없네요 화이팅하세요""
    ","
장점이요? 글쎄요 모르겠네요..회사가 강남에 있는 거?
","
할많하않이네요..더이상의 비전도 없고 인사 자체가 이해할수 없는 부분이 많아요. 능력 별로고 동료 평판 안좋은 특정 누군가한테는 이해할수없을정도로 관대해서 뭔가 있구나라는 생각뿐입니다. 최근엔 회사가 어려워지면서 분위기도 많이 가라앉아있습니다.
","
초심으로 돌아갔으면 좋겠네요 초심으로 돌아간다해도 나아질거라는 보장도 없지만... 상황이 어떻든 화이팅하시길 바랍니다.
", 10 
웨딩북,width:20%;,IT/인터넷,현직원,2020. 10. 09,"
BEST
      ""보이는것만 중요한 내실이없는회사 부실경영끝판왕 능력없는 고스펙 엘리트+네네 순종하는직원만 사람취급해주는회사""
    ","
중식제공,호칭 이름+님,건강검진무료제공,장점아무리쥐어짜도 더이상떠오르지않음
","
이렇게낮은연봉은 처음 o.o,그럴듯한 복지제도만많고 실제로사용도못함,100%남의돈으로 운영해서인지 아까운줄모르고 돈버리기시전,투자막혀서 언제망할지몰라 전직원불안에떨면서 이직준비중,수평적조직이라는 가면을쓴 철저한수직적조직,능력없는 고스펙엘리트만인정,
","
그나마남아있는직원들을위해서 무리하게 사업확장은 제발 삼가해주면좋겠다.
", 9 
웨딩북,width:80%;,서비스/고객지원,현직원,2020. 09. 25,"
BEST
      ""웨딩회사같으면서 IT회사의 자유로운 분위기를 동시에 갖고있음.""
    ","
기업분위기가 자유로움, 성장가능성 높음, 수평적문화, 연차자유롭게 사용가능.
","
스타트업이다보니 아직 체계가 완전하지 않은 부분이 있음
","
회사의 상황을 알고싶다, 실무자들 이야기를 들어주었으면
", 0 
웨딩북,width:80%;,경영/기획/컨설팅,현직원,2020. 09. 23,"
BEST
      ""상식적인 동료들과 함께 일할 수 있음. 코로나의 여파로 좋은 상황은 아님.""
    ","
수평적인 분위기. 원격이나 연차를 자유롭게 써도 본인의 일만 제대로 되어있으면 상관없음(직군에 따라 차이가 있긴 함).
","
새로 빌딩된 팀이 잡음이 많음. 코로나 때문에 전체적인 비즈니스 상황이 힘들어짐. 리더급들의 갑작스러운 요구가 은근히 잦은 편.
","
현재 돌파구가 하나밖에 없기에 직원들의 불안도가 높아보임. 직원들에게 확신을 줬으면 좋겠음.
", 0 
웨딩북,width:100%;,IT/인터넷,전직원,2020. 07. 02,"
BEST
      ""회사 그리고 문화를 함께 만들 수 있는 느낌을 받을 수 있으며,  엄청난 성장을 할 수 있는 그런 회사입니다.""
    ","
1. 문화를 직접 만들어갈 수 있는 경험을 할 수 있다.2. 업무 또한 실전을 빠르게 배울 수 있는 경험을 할 수 있다.3. 이에, 직접적인 성장과 책임을 배울 수 있다.
","
1. 문화를 회사 모든 동료분들과 만들어가다 보니, 많은 시간을 잡아 먹는다.2. 회사 / 문화 / 업무에 빠르게 적응할 수 있어야 한다. (크게 단점은 아니지만, 적응에 정도가 다 있기 때문에 작성을 했습니다.)
","
크게 바라는 것은 없습니다. 시장 자체의 상황도 있고, 하기 때문에 시기 적절하게 잘 진행 되는 것 같습니다.
", 2 
웨딩북,width:80%;,IT/인터넷,전직원,2020. 01. 20,"
BEST
      ""시행착오를 통해 조금씩 나아가고 있는 스타트업""
    ","
개발자에게는 유연한 근무환경, 낮은 업무강도, 나쁘지 않은 급여
","
잦은 방향전환(스타트업이라 이해는되는), 인사이동이 잦고 많은 사람들이 새로 들어오거나 나감.
","
어려운 시장에서 포기하지 않고 꼭 성공하길 바랍니다.
", 0 
웨딩북,width:80%;,경영/기획/컨설팅,현직원,2019. 05. 28,"
BEST
      ""워라벨이 지켜지는 유일무이한 웨딩 횟, 스스로 발전하고자 하는 의지가 있다면 무한 가능성이 있는 곳""
    ","
수평적인 구조에서 자신의 의견을 마음껏 제안할 수 있으며 본인이 속한 직무 외에도 다양한 직무 경험을 할 수 있다. 친친타임, 해피아워, 식권대장 등 직원들을 위한 다양한 복지혜택이 있다.
","
장점이자 단점일 수 있는데 상황에 따라 빠르게 회사의 방향이 전환되다보니 직원들이 회사 분위기를 따라가는데 다소 혼란을 느낄 수 있다.
","
기존 웨딩북만의 문화를 좋아하는 직원들이 변화하는 회사에 실망하지 않도록 직원들의 말에 조금 더 귀기울여 주시길 바랍니다.
", 0 
웨딩북,width:100%;,영업/제휴,전직원,2019. 05. 09,"
BEST
      ""누구나 동등한 기회가 제공되고, 목소리를 낼 수 있는 곳""
    ","
말로만이 아니라 진짜 함께 만들어가는 복지를 위한 해피아워를 진행하는 것을 보고 솔직히 놀랐음. 결정은 수직적으로 하기 때문에 빠르고, 진행 방법은 수평적으로 하기에 다양성이 보장됨.
","
경력직이 많기 때문에 신입은 어려움이 있음. 누가 시키는 일에 익숙한 사람은 갈길을 잃고 못버티고 나가는 경우가 있음. 그렇게 나간다고 해도 아무도 아쉬워 하지 않아 조금 살벌하기도.
","
여러 사람의 의견을 듣는 것도 중요하지만 빠른 결정이 더 효율적일 때도 많습니다. 해피아워에 조금 쓸모 없는 이야기가 많이 나오는데 그런 거는 거를 수 있는 장치가 있어야 할 것 같아요.
", 0 
웨딩북,width:60%;,경영/기획/컨설팅,현직원,2019. 05. 01,"
BEST
      ""단순히 일을 열심히 하기보다는 왜 이 일을 해야하는지, 어떻게하면 보다 더 잘 할수 있는지 항상 고민하는 사람이라면 추천.""
    ","
지속적으로 성장가능성이 있는 회사이며, 한때는 자금력 부족으로 인해 힘든 시기가 있었으나 불과 1년만에 100억 투자 달성 할 만큼 현재는 자금으로 인한 문제는 없음. (예상컨대 앞으로도 없을 듯) 경영진과 구성원들이 원활한 커뮤니케이션을 위해 노력하며, 피드백+회고 문화를 지향하여 실직적으로 나 자신을 발전시키는데 크게 도움이 됨. 문화적으로 강한조직력을 위해 끊임없이 노력함.
","
급 성장하면서 다양한 직군들로 나뉘고 리더십들이 많아지면서 리더십 역량에 따라 팀에 업무체계와 분위기가 달라짐. 일반적으로 생각하는 리더십의 기준이 다르고 웨딩북만의 리더십 기준이 있음. 이 것이 리더십+구성원들이 서로 노력한다면 오히려 긍정적 시너지가 발휘될수 있지만 그 반대의 경우는 글쎄? 경영진의 판단도 중요하지만 다수의 구성원들의 목소리도 그만한 이유가 있기에 신중하게 생각해보길...
","
경영진과 구성원간의 장벽없이 누구나와 원활한 커뮤니케이션을 위해 노력하는 건 알고 있지만 너무 논리적인 방식의 커뮤니케이션만을 추구하면 대화하는 것 자체가 피로해지고 장벽이 생기기 마련입니다. 대화는 일방통행이 아닌 쌍방이 행하는것이고 본인의 논리를 내세워 상대방을 이해시키고 설득하는 방식도 좋지만 상대방의 생각과 이야기들에 경청해주시고 그런 이야기를 하는 이유에 대해서도 깊이 고민해봐주셨으면 합니다. 앞만 보지마시고 옆도 보고 뒤도 한번 돌아봐주세요. 솔직히 답정너같아 대화하기 피곤합니다. 경영진이 항상 옳은 판단과 옳은 생각을 하는건 아니니 다른사람이 아닌 나로부터 원인을 생각해주세요. 그리고 피드백을 하면 인정만하지말고 개선되는 모습을 보여주세요.
", 11 
웨딩북,width:100%;,경영/기획/컨설팅,현직원,2019. 04. 09,"
BEST
      ""직원들간의 커뮤니케이션이 원활하고 스트레스 안받으면서 숨쉬기 편한 곳. 본인의 역량을 인정받으면서 더욱더 성장하고자 하는 마인드가 있는 사람들에게 적극 추천.""
    ","
자유로운 연차 등 숨쉬기 편한 환경이 모두 다 갖춰져 있고, 수평적인 조직구조에서 본인이 맡은 임무에게만 집중할 수 있다는 것이 가장 큰 장점. 스타트업이긴 하나 각 파트별로 제법 프로들이 모여있어서, 근무하면서 많은 인사이트와 자극을 받을 수 있고, 그들과 같이 일하면서 자부심을 느낌.
","
모든 정보가 너무 투명하게 공유되고 있어서, 다른 회사에서는 경영진만 신경쓰고 걱정했었던 문제들을 모든 직원이 같이 떠안게 되고, 지표를 보면서 모두가 같이 일희일비 하게 됨. 신경쓰고 싶지 않는 사람에게는 단점이고, 회사의 투명한 정보공유를 선호한다면 장점.
","
향후 회사가 더 커지고 직원들이 많아져도, 지금같은 분위기를 유지할 수 있도록 고민을 해줬으면 좋겠다.
", 5 
웨딩북,width:100%;,IT/인터넷,현직원,2018. 09. 11,"
BEST
      ""스타트업 분위기가 매우 잘 진행되고 있는 회사. 자율적이고 스스로 결정하고 스스로 생각하는 회사. 충분히 자기개발이 필요한 사항""
    ","
평등한 기업구조로 서로서로가 존중하는 기업문화. 눈치보지 않고 스스로 일하는 문화로서 자기의 능력을 최대치로 끌어올릴 수 있는 기업.
","
린스타트업을 따라서 스스로 빠르게 적응해야 하는 점. 자신이 스스로 공부하고 찾고 고민하지 않으면 안되는 기업.
","
이 기업문화를 끝까지 유지해 주세요.
", 1 
웨딩북,width:100%;,IT/인터넷,현직원,2018. 08. 29,"
BEST
      ""직원의 행복에 민감한 경영진과 자신의 업무에 책임감이 있는 직원들이 모인 회사. 믿기지 않겠지만 정말 회사를 즐기면서 다니고 있음.""
    ","
C레벨에게도 막말이 가능한 자유도 - 가끔보면 수평이 넘어서 역수직 같기도 한 즐거운 분위기. 남에게 피해를 끼치기 싫어하는 직원들로 구성되어 사람때문에 스트레스 받을 일은 없음. 자율출근, 원격근무 등 업무를 위한 복지가 꽤 있음. 매주 임직원 복지를 위한 회의를 통해 임직원 스스로의 복지를 만들어 감. 연차 사용에 절대 사유 묻는일 없음. 자신의 업무에 차질만 없다면 연차 모아쓰기도 가능. 개발자, 기획자, 디자이너, QA가 서로 친하고 서로를 걱정하는 좀 특이한 회사. 누구나 아이디어를 등록할 수 있고 모두가 검토, 피드백하여 실제로 적용함. 분명 IT회사인데 조주기능사 소지한 전직 바텐더들이 있어(심지어 개발자들) 회사에서 칵테일파티가 자주 열림.
","
개발 부분에서는 스스로 일을 찾아서 해야하고 매뉴얼이 따로 존재하지 않아 신입 내지 주니어급은 어려움. 직원이 늘어나면서 업무공간이 협소해짐.(곧 이사예정) 누구나 아이디어를 낼 수 있는 반면 아직은 프로세스가 확실히 정착되지 않아 아이디어가 쏟아질 때 정리가 되지 않는 경우가 있음. 업무에 관한 피드백이 확실한 편이라 성격에 따라 상처를 입을 수도 있음. 아직 성장중이라 인센티브 등 금전적인 보상은 없음
","
공격적으로 사업의 방향성을 찾는 것도 좋지만 무리하게 진행하지만 않았으면 좋겠습니다. 지금껏 보여준 경영진의 모습으로는 괜한 걱정이라고 생각되지만 이전보다는 과감하고 공격적이라 한편으로 걱정이 되네요. 그리고 초창기부터 여태 고생했던 분들에게 보상도 있었으면 좋겠습니다.
", 2 
웨딩북,width:80%;,IT/인터넷,현직원,2018. 08. 09,"
BEST
      ""건강한 토론으로 만들어 나가는 회사, 현재 진행중.""
    ","
나이, 직급 관계없이 자유롭고 수평적인 분위기, 개인의 워라벨을 잘 지켜줌. 연차의 사용이 자유로운 편.  구성원의 성장을 위한 지원은 아끼지 않는편, 직접 참여하여 문화를 만들어 나갈 수 있음.
","
부서간 커뮤니케이션이 완만하지 못해 생기는 문제들이 조금씩 있다.업무 프로세스에서 비효율이 느껴질때가 종종 있다.회의가 너무 많다라고 생각될 때가 있다. 안정된 수익원이 아직까지는 없음
","
단점으로 적은 내용들을 조금 더 신경써서주었으면 함.
", 1 
웨딩북,width:100%;,IT/인터넷,현직원,2018. 08. 09,"
BEST
      ""기업과 구성원들이 추구하는 인재상과 동료의 모습이 명확하고 서로가 어떤 시너지를 낼 수 있는지 잘 알고 있음.""
    ","
매주 구성원들의 문화와 복지를 위한 토론이 이루어지고, 팀 내 분위기가 매우 따듯함. 즐겁게 일하자가 무엇인지 알 수 있음. 업무와 환경에 필요한 부분은 부족한 부분없이 채워주려고 함. 이게 매우 중요한 것임. 그리고 말만 수평적이 아니라 진짜 98% 수평적임. 그로 인해 구성원과 리더쉽을 설득할 수 있다면 본인의 역량을 펼칠 수 있음.
","
워낙 자유로운 업무 분위기라 아주 가끔 업무 집중도가 떨어질 때도 있음. 탑다운 방식이 아닌 스스로 본인의 업무를 찾고 결과를 증명해내야 해서 압박을 느끼는 팀원도 있음.
","
지금처럼 사업적 전략적 균형감각을 잘 유지해 주시기 바랍니다.
", 0 
웨딩북,width:100%;,IT/인터넷,현직원,2018. 08. 09,"
BEST
      ""나이에 상관 없이 자율적인 분위기에 서로 존중하면서 재미있게 일을 할수 있는 회사""
    ","
자유로운 출근시간(8~10시), 원격근무, 육아 휴일 별도 등으로 일을 좀더 효율적으로 할수 있도록 회사에서 지원을 많이 해준다.
","
아직은 회사 내부문화를 만들고 있는 과정이라서 그런 문화가 잡혀있지 않을수 있다 그러나 계속 내부 직원들끼리 서로 지켜야할점이나 고쳐야할점에 대해서 논의를 계속 하고 있어서 점점 좋은 문화가 생길것으로 기대된다.
","
현재까지는 경영진에 바라는 점은 입사한지 얼마 되지 않아 아직은 없음
", 0 
웨딩북,width:100%;,마케팅/시장조사,현직원,2018. 08. 08,"
BEST
      ""만들어 가길 원한다면, 잘 오셨습니다. 따르는 것에 익숙하고 만족한다면, 죄송합니다.""
    ","
주도적인 사람들이 모여서 이루어진 회사이기 때문에 정치는 존재하지 않음 / 열려있음, 투명함, 공정한 절차가 존재함 / 갑과 을, 상급자와 하급자, 신입과 경력자에 대한 대우가 다르지 않음, 인격적으로 서로를 존중함
","
소통과 투명함을 위해 조금은 회의가 많음 / 다양한 사람들과 함께 하다보니 의견이 맞지 않을 때가 가끔 있음 / 워낙 다이나믹 하다 보니 휴가 또는 쉼에 대한 배려가 조금은 부족한 듯, 물론 연차는 마음껏 쓸 수 있으나 이것과는 다른 문제
","
감성을 이성적이고 현실적으로 다가가기 보다, 감성적으로 포용해줬으면 함
", 2 
웨딩북,width:80%;,IT/인터넷,현직원,2018. 08. 08,"
BEST
      ""아직도 발전하고 있는 회사. 피드백의 의도를 의심하지 않아도 되는 회사.""
    ","
공개되어있는 제도는 모든 실제로 쓸 수 있는 제도임. 상대의 피드백의 의도를 의심하지 않아도 됨 정말 개선을 위한 위견임. 연차 원격근무 신청은 캘린더 등록으로 끝. 내 의견을 들어줌
","
계속 변화(좋기 말하면 발전) 하고 있는 회사라 업무 프로세스가 자주 바뀜. 모두의 의견을 존중한다는 취지로 사소한 아이디어도 안되는 이유를 설명해야함. 비슷한 이유로 가끔 빠르게 움직여야할때 에너지 낭비가 심함.
","
본부간 온도차가 조금씩 커지고 있는 느낌이다. 줄일 수 있는 방법에 대한 고민이 필요해 보인다.
", 1 
웨딩북,width:80%;,IT/인터넷,전직원,2018. 08. 03,"
BEST
      ""스타트업으로써 젊음으로 끊임없이 도전하고자 하는 회사. 대표의 방향설정으로 모든 팀원들이 협력해서 나아가는 회사""
    ","
자유로운 분위기, 젊은 회사, 자신의 의견을 개진할 수 있고 대표와의 1:1 면담도 필요시 편하게 신청 가능
","
대표의 의견에 따라 사업 방향이 계속해서 바뀜, 스타트업이다보니까 투자 상황에 따라 회사의 재정 상황이 계속해서 변동함
","
매번 투자 등 여러가지 회사의 재정 상황을 잘 이끌어내기 위해 노력하는 대표 및 경영진들이 수고가 많다. 더 직원들에게 많이 듣고, 정말 대표와 경영진이 꿈꾸던 아름다운 회사의 그림을 함께 만들어가면 좋겠다
", 0 
웨딩북,width:100%;,서비스/고객지원,현직원,2018. 08. 02,"
BEST
      ""직원들에 대한 신뢰가 강해 하고 싶은 일은 마음껏 해볼 수 있는 회사""
    ","
수평적인 기업 문화, 주 1회 전 직원이 모여 사내 복지에 대해 토론할 수 있는 시간이 있어 의사소통을 할 수 있음, 자유롭게 업무적인 의견을 낼 수 있으며 잘 경청해줌
","
각 업무에 대한 매뉴얼이 완벽하게 갖춰지지 않아 완전 신입은 적응하는 데 어려움이 있을 것 같음
","
딱히 없어요. 지금도 충분히 좋은 회사지만 더 좋은 회사를 위해 다같이 합리적인 복지를 만들어 나갔으면 좋겠어요
", 0 
웨딩북,width:100%;,IT/인터넷,현직원,2018. 08. 02,"
BEST
      ""함께 일하는 곳. 어떤 일을 하기 위해서 다 함께 고민하고 함께 이루어가는 곳.""
    ","
자기주도적으로 업무를 할 수 있음.전체적인 분위기가 밝고 열정적임.출퇴근 시간이 유연하고, 연차/병가 등의 휴가에 대한 사용이 자유로움.결혼과 관련된 회사이므로 기혼자에 대한 배려가 많고, 육아에 대한 배려는 더더욱 많은 회사.
","
회사가 아직은 규모가 작아서 회의를 위한 공간이 부족하나 곧 이사 예정
","
임직원들에게 지금처럼 계속 비전에 대해 공유하는 자리를 많이 만들어주세요.
", 0 
웨딩북,width:60%;,IT/인터넷,전직원,2018. 07. 30,"
BEST
      ""분위기자체는 나쁘지 않으나, 이전에 있던 사람들은 90%가 모두 퇴사하고 아예 모든 사람이 새롭게 바뀌었다.""
    ","
자유로운 분위기에 발언할 수 있는 분위기가 형성되어있다.
","
투자로 연명하고 있으나 실제 무엇으로 수익을 내고있는지 모르겠음.
","
많이 듣는것도 좋으나, 실제 발언했을 때 반영좀 해줬으면 좋겠다.
", 4 
웨딩북,width:100%;,마케팅/시장조사,현직원,2018. 05. 29,"
BEST
      ""하고자 하면 무엇이든 할 수 있는 회사. 주어진 매뉴얼에 국한되어 일하고 싶은 인재라면 별로 얻어갈 것이 없다. 하지만 회사의 방향성에 맞춰 주도적으로 일할 수 있는 인재라면 원하는 것을 이룰 수 있을 것.""
    ","
연차, 휴가 눈치 안보고 사용 가능. 의사 결정은 자유로운 토론 분위기에서 함께 결정. 회사 구성원 모두의 행복이 우선인 회사. 모두가 구성원으로서 의견을 발제하고 논의하여 결정한다.
","
완전 신입이라면 적응이 어려울 수 있다. 대기업처럼 해야할 것이 명확히 정해져 있는 것이 아니어서 본인이 찾아 다니고 배울 의지가 있어야 성장할 수 있음. 주어진 일만 하고자 한다면 도태될 수 있음.
","
회사가 성장하며 변화가 많은 시기이지만 하우투메리만의 문화는 변하지 않고 지켜졌으면 함.
", 0 
웨딩북,width:60%;,마케팅/시장조사,전직원,2018. 05. 15,"
BEST
      ""합리적인 대표와 자유로운 의사소통으로 자신의 의견을 어필할 수 있다.""
    ","
자유롭고 수평적인 의사소통을 통해 사내 토론분위기가 밝다.또한 자유로운 근무여건과 복지를 통해 개인의 여가를 보장받는다.
","
새로운 사업을 진행함에 있어 일단 실해하고 차후에 문제점을 수정하는 방식을 주로 택한다. 체계화되지 못화여 처음 업무를 진행할때 곤란한 점이 많다.
","
체계적인 프로젝트 운영모델을 구축하여 사원들이 효율적으로 일할 수 있도록 해주었으면 한다.
", 0 
웨딩북,width:100%;,IT/인터넷,전직원,2018. 05. 10,"
BEST
      ""자유로운 분위기 속에서 개개인의 역량을 발휘하기 좋은 회사.""
    ","
수평적인 문화로 자유롭게 의사를 표현하고, 스피디하게 의사결정을 한다. 불필요한 문서작업이 없다
","
자유로운 만큼 업무에도 능숙해야 버틸 수 있는 환경이고, 그 만큼 자기개발 필요하다
","
구성원들이 문화를 만들어 나가고, 회사의 성장과 함께 직원들의 복지도 늘었으면 좋겠다
", 0 
웨딩북,width:100%;,영업/제휴,전직원,2018. 04. 26,"
BEST
      ""본인이 맡고 있는 업무 외에도 관심과 열정이 있다면 되게 많은 것을 배울 수 있는 곳!""
    ","
자유에 비례에서 책임감과 주인의식을 가져야 성장할 수 있는 곳이지만, 그 모든것의 A to Z를 배울수 있는 기회가 많다. 그리고 팀마다의 업무와 협업이 너무 잘되어 있어서 성장가능성이 충분한 곳이다.
","
문화와 각 팀마다의 업무 프로세스 그리고 서비스를 만들고 있는 과정이지만, 스타트업이라 급변하게 상황이 변할 수 있으며, 각자의 목소리가 반영이 안될 수 있다.(그러나 끝까지 좋은 아이디어를 제안하는 것이 중요하다)
","
문화, 복지 등등 직원들과 함께 만들어가려 노력하는 회사이다. 다양한 스타트업 회사를 경험해본 것은 아니지만, 이는 충분히 직원들을 많이 배려하는 분위기인 것 같다. 이 과정과 이 부분이 힘들지라고 끝가지 포기하지 않고, 좋은 문화를 꼭! 만들었으면 좋겠다.
", 0 
웨딩북,width:100%;,영업/제휴,현직원,2018. 04. 12,"
BEST
      ""내 삶의 상승곡선을 회사와 맞추어 함께 성장할 수 있는 곳""
    ","
수평적 문화, 개인의 성장 독려, 구성원들과의 친목, 주인의식
","
업무프로세스를 정리해나가는 과정이다보니 그 과정을 겪고 있는 구성원들은 불편을 느낄 수 있음
","
지금도 충분히 노력하고 있지만 구성원 개개인의 목소리에 귀 기울여주시고 개인의 성장이 회사의 성장이라는 것을 누구보다 앞장서서 보여주셨으면!
", 0 
웨딩북,width:100%;,IT/인터넷,현직원,2018. 04. 10,"
BEST
      ""경영진이 마인드가 좋고 문화를 중요시 하는 회사""
    ","
시니어가 많아 배울게 많고, 나이가 들어도 여전히 개발하고 있는 자신의 모습을 상상할 수 있는 분위기. 워라밸이 좋음. 조금 느린편이지만 지속적으로 성장하고 있음.
","
스타트업이라 업무가 좀 많은편. 아직 개발문화가 정착되지 않아 만들어 나가는 단계
","
조금 더 빠르게 성장할 수 있는 사업을 시도해야할듯.
", 0 
